asset,time,AdrActCnt,FeeTotNtv,TxCnt,download_timestamp
btc,2024-10-13 00:00:00+00:00,609844,24.42843919,643752,2025-06-29 16:50:53.838759
btc,2024-10-14 00:00:00+00:00,722649,25.83263721,609666,2025-06-29 16:50:53.838759
btc,2024-10-15 00:00:00+00:00,787245,25.75104629,648296,2025-06-29 16:50:53.838759
btc,2024-10-16 00:00:00+00:00,614677,61.92289461,722995,2025-06-29 16:50:53.838759
btc,2024-10-17 00:00:00+00:00,765780,50.32160159,637858,2025-06-29 16:50:53.838759
btc,2024-10-18 00:00:00+00:00,723986,24.71878877,471530,2025-06-29 16:50:53.838759
btc,2024-10-19 00:00:00+00:00,685573,15.38628622,738236,2025-06-29 16:50:53.838759
btc,2024-10-20 00:00:00+00:00,688498,13.55162116,785369,2025-06-29 16:50:53.838759
btc,2024-10-21 00:00:00+00:00,717571,18.03407499,837363,2025-06-29 16:50:53.838759
btc,2024-10-22 00:00:00+00:00,639877,25.73374623,696851,2025-06-29 16:50:53.838759
btc,2024-10-23 00:00:00+00:00,740774,23.72766322,655119,2025-06-29 16:50:53.838759
btc,2024-10-24 00:00:00+00:00,656927,49.28574683,700022,2025-06-29 16:50:53.838759
btc,2024-10-25 00:00:00+00:00,859095,34.73362813,503588,2025-06-29 16:50:53.838759
btc,2024-10-26 00:00:00+00:00,727063,10.27423282,603956,2025-06-29 16:50:53.838759
btc,2024-10-27 00:00:00+00:00,654362,8.21010153,695610,2025-06-29 16:50:53.838759
btc,2024-10-28 00:00:00+00:00,756668,7.43238722,713082,2025-06-29 16:50:53.838759
btc,2024-10-29 00:00:00+00:00,831182,11.48863344,617786,2025-06-29 16:50:53.838759
btc,2024-10-30 00:00:00+00:00,794409,9.51950036,674680,2025-06-29 16:50:53.838759
btc,2024-10-31 00:00:00+00:00,789382,65.59262752,562286,2025-06-29 16:50:53.838759
btc,2024-11-01 00:00:00+00:00,819093,8.45088325,547824,2025-06-29 16:50:53.838759
btc,2024-11-02 00:00:00+00:00,690705,6.98802368,540251,2025-06-29 16:50:53.838759
btc,2024-11-03 00:00:00+00:00,627617,5.25744622,455287,2025-06-29 16:50:53.838759
btc,2024-11-04 00:00:00+00:00,811710,6.53551271,462249,2025-06-29 16:50:53.838759
btc,2024-11-05 00:00:00+00:00,768957,6.32291368,457869,2025-06-29 16:50:53.838759
btc,2024-11-06 00:00:00+00:00,894241,8.31425928,500965,2025-06-29 16:50:53.838759
btc,2024-11-07 00:00:00+00:00,792482,6.82760192,567009,2025-06-29 16:50:53.838759
btc,2024-11-08 00:00:00+00:00,848426,7.83022716,481877,2025-06-29 16:50:53.838759
btc,2024-11-09 00:00:00+00:00,654475,13.58884107,587132,2025-06-29 16:50:53.838759
btc,2024-11-10 00:00:00+00:00,793243,10.40340315,553582,2025-06-29 16:50:53.838759
btc,2024-11-11 00:00:00+00:00,941403,16.33887419,461089,2025-06-29 16:50:53.838759
btc,2024-11-12 00:00:00+00:00,1007782,19.53908127,502742,2025-06-29 16:50:53.838759
btc,2024-11-13 00:00:00+00:00,859128,22.97549117,570985,2025-06-29 16:50:53.838759
btc,2024-11-14 00:00:00+00:00,839766,24.82924316,503550,2025-06-29 16:50:53.838759
btc,2024-11-15 00:00:00+00:00,886479,41.00771635,559376,2025-06-29 16:50:53.838759
btc,2024-11-16 00:00:00+00:00,802492,17.77681763,608007,2025-06-29 16:50:53.838759
btc,2024-11-17 00:00:00+00:00,717710,9.62792329,598836,2025-06-29 16:50:53.838759
btc,2024-11-18 00:00:00+00:00,796834,17.43262085,676948,2025-06-29 16:50:53.838759
btc,2024-11-19 00:00:00+00:00,757888,25.38338346,815851,2025-06-29 16:50:53.838759
btc,2024-11-20 00:00:00+00:00,750264,21.83644136,669311,2025-06-29 16:50:53.838759
btc,2024-11-21 00:00:00+00:00,977195,21.35338055,480041,2025-06-29 16:50:53.838759
btc,2024-11-22 00:00:00+00:00,902930,19.41600607,539627,2025-06-29 16:50:53.838759
btc,2024-11-23 00:00:00+00:00,877099,13.33536165,451335,2025-06-29 16:50:53.838759
btc,2024-11-24 00:00:00+00:00,790852,9.16009539,463815,2025-06-29 16:50:53.838759
btc,2024-11-25 00:00:00+00:00,956417,11.6169858,598037,2025-06-29 16:50:53.838759
btc,2024-11-26 00:00:00+00:00,790710,17.23152108,475347,2025-06-29 16:50:53.838759
btc,2024-11-27 00:00:00+00:00,800136,9.91088139,462955,2025-06-29 16:50:53.838759
btc,2024-11-28 00:00:00+00:00,754947,13.9498591,523444,2025-06-29 16:50:53.838759
btc,2024-11-29 00:00:00+00:00,767132,13.01648571,348672,2025-06-29 16:50:53.838759
btc,2024-11-30 00:00:00+00:00,828664,9.98037754,633055,2025-06-29 16:50:53.838759
btc,2024-12-01 00:00:00+00:00,739652,21.31730326,698852,2025-06-29 16:50:53.838759
btc,2024-12-02 00:00:00+00:00,925715,18.29973793,310261,2025-06-29 16:50:53.838759
btc,2024-12-03 00:00:00+00:00,918415,15.34214632,437755,2025-06-29 16:50:53.838759
btc,2024-12-04 00:00:00+00:00,887569,11.7681086,503460,2025-06-29 16:50:53.838759
btc,2024-12-05 00:00:00+00:00,968792,14.40977231,509543,2025-06-29 16:50:53.838759
btc,2024-12-06 00:00:00+00:00,872253,15.45416475,433339,2025-06-29 16:50:53.838759
btc,2024-12-07 00:00:00+00:00,798958,17.9532308,443750,2025-06-29 16:50:53.838759
btc,2024-12-08 00:00:00+00:00,851865,15.19391832,419481,2025-06-29 16:50:53.838759
btc,2024-12-09 00:00:00+00:00,915304,15.76046721,401306,2025-06-29 16:50:53.838759
btc,2024-12-10 00:00:00+00:00,985635,16.08278745,441945,2025-06-29 16:50:53.838759
btc,2024-12-11 00:00:00+00:00,858578,19.09109099,482129,2025-06-29 16:50:53.838759
btc,2024-12-12 00:00:00+00:00,883811,19.3308715,471573,2025-06-29 16:50:53.838759
btc,2024-12-13 00:00:00+00:00,936834,14.55124844,527292,2025-06-29 16:50:53.838759
btc,2024-12-14 00:00:00+00:00,774578,11.9293312,523313,2025-06-29 16:50:53.838759
btc,2024-12-15 00:00:00+00:00,789756,9.47781511,370567,2025-06-29 16:50:53.838759
btc,2024-12-16 00:00:00+00:00,952348,12.42637813,412496,2025-06-29 16:50:53.838759
btc,2024-12-17 00:00:00+00:00,829977,12.68251366,417545,2025-06-29 16:50:53.838759
btc,2024-12-18 00:00:00+00:00,890898,13.44800318,415402,2025-06-29 16:50:53.838759
btc,2024-12-19 00:00:00+00:00,861604,22.52973589,437556,2025-06-29 16:50:53.838759
btc,2024-12-20 00:00:00+00:00,882836,15.103959,391262,2025-06-29 16:50:53.838759
btc,2024-12-21 00:00:00+00:00,744752,10.67149899,334464,2025-06-29 16:50:53.838759
btc,2024-12-22 00:00:00+00:00,758970,8.23399629,332182,2025-06-29 16:50:53.838759
btc,2024-12-23 00:00:00+00:00,804969,11.00316454,298335,2025-06-29 16:50:53.838759
btc,2024-12-24 00:00:00+00:00,763920,9.51769171,323103,2025-06-29 16:50:53.838759
btc,2024-12-25 00:00:00+00:00,702219,7.64520668,407080,2025-06-29 16:50:53.838759
btc,2024-12-26 00:00:00+00:00,739743,7.73055662,298230,2025-06-29 16:50:53.838759
btc,2024-12-27 00:00:00+00:00,846364,6.83222029,348548,2025-06-29 16:50:53.838759
btc,2024-12-28 00:00:00+00:00,704798,5.5634798,291855,2025-06-29 16:50:53.838759
btc,2024-12-29 00:00:00+00:00,727603,6.67212669,432661,2025-06-29 16:50:53.838759
btc,2024-12-30 00:00:00+00:00,812462,6.88225012,362074,2025-06-29 16:50:53.838759
btc,2024-12-31 00:00:00+00:00,780332,6.05174448,315699,2025-06-29 16:50:53.838759
